2.00831,41.41980,"CVAR 080 MAIG AP-2 TRIP mediana DIR BCN" 
2.04019,41.37307,"CVAR 080 MAIG B-23 Antes De Llegar A TV3  Zona A" 
2.04649,41.37278,"CVAR 080 MAIG B-23 Antes De Llegar A TV3  Zona B" 
2.01476,41.40818,"CVAR 080 MAIG B-23 Incorporación DIR BCN" 
2.10451,41.34190,"CVAR 080 MAIG C-31 DIR Aeropuerto" 
2.10025,41.33825,"CVAR 080 MAIG C-31 Incorp. a la Litoral Controlan Continua Q Hay" 
2.07304,41.37603,"CVAR 080 PDIS A-2 Viaducto St JUST St BOI DIR BCN" 
1.99201,41.26952,"CVAR 100 MAIG C-31 DIR Barcelona" 
2.09505,41.33535,"CVAR 100 MAIG C-31 DIR Castelldefels CLAV" 
2.07599,41.32357,"CVAR 100 MAIG C-31 pasado entrada T2 DIR T1" 
2.00630,41.29066,"CVAR 120 DREM C-32 Bjo Puent Seat Leon Plateado" 
1.98018,41.46414,"CVAR 120 GRIP AP-7 Área Servicio DIR Valencia" 
2.05502,41.30181,"CVAR 120 MAIG C-31 Entrada a T1" 
2.01121,41.29301,"CVAR 120 MAIG C-32 Desde Incorporacion 48a Gava DIR BCN" 
2.01107,41.29355,"CVAR 120 MAIG C-32 GAVA DIR Sitges" 
1.97955,41.46429,"CVAR 120 MEU- AP-7 Km 165 DIR BCN" 
1.93459,41.47324,"CVAR 120 MEU- AP-7 Km 169 DIR Valencia" 
1.99672,41.28515,"CVAR 120 TPGN C-32 Camu Tras Los Setos" 
1.73273,41.27534,"CVAR MELL C-15 DIR Vilafranca Salida túnel" 
1.73275,41.25995,"CVAR MELL C-15 DIR Vilanova Geltru Salida túnel" 
